filename,width,height,class,xmin,ymin,xmax,ymax
img_000496_png.rf.5cbfd1f2c1510526b7f7f0bc55b1308b.jpg,324,244,ball,163,101,196,136
img_000034_png.rf.7bc197de7b74621ad097f855d1285975.jpg,324,244,ball,179,8,231,66
img_000265_png.rf.4411c9dc8910e952a457aae2cfa52219.jpg,324,244,ball,191,94,228,131
img_000097_png.rf.1d52510d2a321acce852db951a2bc47f.jpg,324,244,ball,144,51,192,107
img_000046_png.rf.64524a71f739496468c625988854d447.jpg,324,244,ball,153,3,211,65
img_000406_png.rf.7f45382f93a90da39ce2a8debe68f7f6.jpg,324,244,ball,190,53,237,103
img_000281_png.rf.e02a197c106b94aff928ad929b3534a0.jpg,324,244,cone,154,50,187,109
img_000497_png.rf.18862afdf83c281398d6dfdb4085f4a9.jpg,324,244,ball,169,112,201,146
img_000291_png.rf.c48b632fdc96bc4616594edceaded3fa.jpg,324,244,ball,200,27,252,85
img_000512_png.rf.9e14ef505e4375f5d4f799a4990bc2dd.jpg,324,244,cone,187,75,224,132
img_000169_png.rf.bbee405a00c26c9de5709f68e9f19105.jpg,324,244,cone,135,74,157,108
img_000322_png.rf.3249f6c32fd87274cd0d074d2f01aca7.jpg,324,244,cone,159,52,183,99
img_000074_png.rf.32716c6b69df941e3c7b5734c2aa66c9.jpg,324,244,none,0,0,0,0
img_000308_png.rf.5d6379a6b8e67bea9cf3c3f0f246aafe.jpg,324,244,cone,133,85,158,129
img_000348_png.rf.9fc75cbdf7cbe7723fb62a3722a796dd.jpg,324,244,ball,121,70,160,112
img_000270_png.rf.0a8dfd889095b1fdbc0e3ae813c13f5a.jpg,324,244,ball,162,60,205,108
img_000161_png.rf.8c7dc4f868f63bf8e96b8f74f8287117.jpg,324,244,ball,148,10,188,56
img_000060_png.rf.261d9ddb8bb7b6323ec289f11dbb5fa9.jpg,324,244,cone,148,88,186,145
img_000305_png.rf.f85364ac486aef9b159db6a4af4f7a18.jpg,324,244,cone,128,79,158,124
img_000493_png.rf.4282b302f24b5cd4d3d55bf7adc401f0.jpg,324,244,cone,214,29,245,77
img_000454_png.rf.28d353b6df7911fbbb9e2a99eaae2dbd.jpg,324,244,cone,130,55,167,102
img_000355_png.rf.ff9d6f3cbbb41f37dcda668e92845615.jpg,324,244,ball,192,67,234,114
img_000177_png.rf.fa6eb03155e090ac7100daf37681fddd.jpg,324,244,cone,138,63,166,101
img_000073_png.rf.301582cd3a28fd9cc7c8dc8d4bfed763.jpg,324,244,ball,148,79,188,125
img_000288_png.rf.d13b6226c5e14bfbba85c2ea09f38b8e.jpg,324,244,ball,156,27,206,81
img_000311_png.rf.56c543082734dd1df40d75fb1cd8415e.jpg,324,244,cone,135,81,165,130
img_000167_png.rf.45e722488f09244e4bad18ad195921b1.jpg,324,244,ball,151,10,193,59
img_000251_png.rf.ccf302078c7caa209385beac7036a893.jpg,324,244,ball,161,86,204,131
img_000018_png.rf.2560ff05c8834b7a604f62487acee391.jpg,324,244,ball,143,28,203,93
img_000384_png.rf.b8c54b776d0b51fcfedd682e3082f84b.jpg,324,244,ball,172,76,224,129
img_000058_png.rf.61f9b233e8a34091fe871665280448c2.jpg,324,244,none,0,0,0,0
img_000480_png.rf.e443db2c719dd792a3fe0c0fe343ce9d.jpg,324,244,ball,150,103,182,136
img_000166_png.rf.f6b49b316ef4e32de739271e670e5abd.jpg,324,244,ball,153,3,193,49
img_000293_png.rf.508a986a4a0f28c40ca57fed63be6e5b.jpg,324,244,ball,228,48,288,112
img_000205_png.rf.8fcb9170abd1bdaffd3152ff82cc0364.jpg,324,244,ball,150,31,200,85
img_000131_png.rf.d72d3e5c31631dcf906d6e63d678e93b.jpg,324,244,cone,141,96,168,140
img_000302_png.rf.952b5afd379768e1ff2567f5b103f72c.jpg,324,244,ball,222,74,281,135
img_000126_png.rf.80c95e035a7918efe4884d4e3e757638.jpg,324,244,none,0,0,0,0
img_000423_png.rf.c54429d92370faf7a86b4f0ecf667e7f.jpg,324,244,cone,157,44,186,92
img_000159_png.rf.0552c7fe5f2e17f08cf399e6cd350752.jpg,324,244,none,0,0,0,0
img_000082_png.rf.6c7a5e00ad9bc0053237deb78c0b077e.jpg,324,244,none,0,0,0,0
img_000263_png.rf.09b4813ae94b0b346536834b3eb13e2f.jpg,324,244,ball,170,107,217,155
img_000062_png.rf.a8692fa0116bba42a88a3c9486839c71.jpg,324,244,none,0,0,0,0
img_000312_png.rf.b4ba991f13e21dc2b3f7b6d33a40f0a9.jpg,324,244,ball,206,94,250,142
img_000233_png.rf.189951ab3aedecc5e3386926278eaede.jpg,324,244,ball,165,45,207,93
img_000071_png.rf.385a1f2d3cef70ff336e007fb90aa088.jpg,324,244,cone,152,85,180,135
img_000011_png.rf.e8c7dd3506a67a49264f3ce8d02c77bc.jpg,324,244,ball,155,67,202,119
img_000421_png.rf.822cefbcd4280c9ac378ee2b86c7b2ae.jpg,324,244,cone,154,49,180,93
img_000225_png.rf.f8f52364b888b2903a09eb7063560fd3.jpg,324,244,cone,121,104,142,133
img_000151_png.rf.7b498d307a1e088ac393d47c365c95b5.jpg,324,244,none,0,0,0,0
img_000440_png.rf.64d28052768f7ebba965b634378b08f1.jpg,324,244,ball,98,45,133,83
img_000107_png.rf.6d1be6e308598f75387993d1cc1b8133.jpg,324,244,ball,142,54,202,115
img_000061_png.rf.c37b8e740e90056553526fba58d67bba.jpg,324,244,none,0,0,0,0
img_000037_png.rf.ee75c794f6b9fbcb5ed52e92c340590f.jpg,324,244,cone,128,82,157,119
img_000284_png.rf.c6af30ce6b4869178a79acf9655fe03f.jpg,324,244,cone,151,63,189,122
img_000121_png.rf.c954e95810d4d73ee9d161568fdca8c8.jpg,324,244,ball,173,58,229,113
img_000246_png.rf.c0bfa40a4756dd240e5bc52c7b40d73e.jpg,324,244,cone,123,101,147,133
img_000470_png.rf.81c4f90fb9404bbf86e540d5f16dc136.jpg,324,244,ball,146,113,182,149
img_000472_png.rf.4da564b862a4f335de5eb33699557043.jpg,324,244,cone,217,60,257,115
img_000103_png.rf.188b086ed85974d11065aac2a2ba9dde.jpg,324,244,ball,158,79,201,127
img_000298_png.rf.fc37eebe9c90339351378523cb39ed0b.jpg,324,244,cone,133,84,171,135
img_000408_png.rf.bc00e6fb6295ae28454491094e5f3ee0.jpg,324,244,cone,159,53,181,94
img_000142_png.rf.c79a224533ca79a380a97b27dc71780d.jpg,324,244,none,0,0,0,0
img_000058_png.rf.a93f1434e2fc4ec8ea81391c58752b61.jpg,324,244,none,0,0,0,0
img_000318_png.rf.814e081e32b8ffc8701da0c4d6bd0a99.jpg,324,244,ball,180,105,237,164
img_000316_png.rf.263b0c878e1f2cd42e417fafaa888f41.jpg,324,244,ball,180,107,225,152
img_000217_png.rf.b57f337aac2856d7cc4f213bcab43d09.jpg,324,244,ball,155,27,203,80
img_000323_png.rf.84bfecec02027e31e1fa83b006c0176c.jpg,324,244,ball,191,109,241,162
img_000093_png.rf.688604905fb07146f94f033dcea56149.jpg,324,244,ball,148,47,203,107
img_000370_png.rf.e07280f71502d429870b23f8cf5116b0.jpg,324,244,ball,169,135,205,174
img_000435_png.rf.15397dc57ed350cfae2be0f8f0b84bc8.jpg,324,244,cone,154,64,185,109
img_000110_png.rf.ad03c40bb9b88dd451209519bc7b6a5b.jpg,324,244,cone,138,111,169,159
img_000131_png.rf.bd29eed43cff34fb1ddb2feb2e97c11c.jpg,324,244,cone,139,101,179,152
img_000355_png.rf.a459503d07b7308e3d442b51e9660eba.jpg,324,244,ball,192,65,243,121
img_000095_png.rf.8630f0f4c6016486e46101198ba96254.jpg,324,244,none,0,0,0,0
img_000317_png.rf.df7ed3d67df1d192df1e0605882d8b65.jpg,324,244,ball,186,109,230,158
img_000211_png.rf.8bf35af02575fd37e0922c7470268c4e.jpg,324,244,ball,162,41,197,80
img_000197_png.rf.dc9c0ff74e2d03939fb5c7c0f713b7e4.jpg,324,244,ball,160,25,205,74
img_000158_png.rf.eb381f22a9162710e4b1fcb88e6422b6.jpg,324,244,none,0,0,0,0
img_000145_png.rf.ba0179fd718102132358aa612d8f95da.jpg,324,244,ball,150,13,201,67
img_000255_png.rf.f2849bf1f9a97b1e00f3b0ce8b27aed3.jpg,324,244,ball,170,99,205,137
img_000249_png.rf.e6558f361ced7a7f96becc2ca3472d7e.jpg,324,244,ball,168,89,205,128
img_000234_png.rf.6c54c82968ad30481f10359ed7cd0d90.jpg,324,244,ball,161,50,198,93
img_000160_png.rf.35a169cf7b6d25905466ba2ac7e3e6b7.jpg,324,244,ball,151,8,192,52
img_000174_png.rf.f563085ad9de26920a17956e2016e2d4.jpg,324,244,ball,176,30,216,72
img_000255_png.rf.df180fa06e5981537e0c42f40ebaacdd.jpg,324,244,cone,169,34,202,95
img_000208_png.rf.439ccf6449f62b13f1c9c76157ca6d48.jpg,324,244,cone,146,126,179,176
img_000412_png.rf.56ac79334a98a871b06c77342f8aa2f9.jpg,324,244,ball,120,59,171,113
img_000457_png.rf.a1b3b4f17f8f891f67085414d22475b5.jpg,324,244,ball,142,63,175,98
img_000257_png.rf.85894c58f951c3e689267d764229087b.jpg,324,244,ball,174,89,214,130
img_000138_png.rf.579db4e0ce459e07c61c90da25ed3dd9.jpg,324,244,ball,154,19,212,77
img_000262_png.rf.55741b5fffa37b7c005f356a17631b05.jpg,324,244,cone,157,40,192,97
img_000298_png.rf.abea2e29ef378963166fe812ea2fae9e.jpg,324,244,cone,140,83,168,129
img_000362_png.rf.1f7477b9db845808396f75446e74a4ea.jpg,324,244,ball,201,91,238,131
img_000398_png.rf.16a50d23fbd1ab9812c3be08b483a205.jpg,324,244,ball,132,39,175,87
img_000417_png.rf.de8d2043811d46db357ddc1e8f79fbd2.jpg,324,244,cone,139,44,163,86
img_000109_png.rf.534751ea4db81743b4023f6fc735a636.jpg,324,244,cone,126,103,160,151
img_000098_png.rf.99a2d189ff08b13712ebbdcce8cf6095.jpg,324,244,ball,156,48,211,109
img_000039_png.rf.c588b3af3c6c042e4c1a71e66269e7d9.jpg,324,244,cone,109,73,145,118
img_000480_png.rf.0e0244560eb27d1f3b70f2814df07782.jpg,324,244,ball,150,110,186,149
img_000294_png.rf.7ffc457477e958fe0cb017b44b423bb8.jpg,324,244,cone,146,82,173,128
img_000275_png.rf.9677181b28877fa52923b68324712e06.jpg,324,244,ball,130,2,175,55
img_000153_png.rf.017e71a5462ac2573601a291d6d192e5.jpg,324,244,none,0,0,0,0
img_000171_png.rf.70d14f8f18f1b1d51a3a835e7a67410a.jpg,324,244,cone,118,85,140,119
img_000010_png.rf.3de3ced1097bc9ac146c16dde9ee7668.jpg,324,244,ball,149,69,195,121
img_000185_png.rf.28a6ec8006cb31d06fe9a48f7af21719.jpg,324,244,ball,205,15,248,62
img_000014_png.rf.19e71969ac5d929401295d54f935b4c5.jpg,324,244,cone,151,35,175,73
img_000420_png.rf.5429eea65a74dc18c374b81f5b889e34.jpg,324,244,ball,146,62,187,106
img_000198_png.rf.e8acdbbe77b5b8fbee8779f541038860.jpg,324,244,ball,172,31,211,75
img_000453_png.rf.e0c5ccb20fb4ce67744146610031b819.jpg,324,244,ball,119,64,159,107
img_000481_png.rf.49301f1385357f193bcc7a5aa6e7bb1b.jpg,324,244,cone,165,122,200,167
img_000488_png.rf.114c21153a63b914261cfd4dd8ae174c.jpg,324,244,cone,189,69,215,115
img_000377_png.rf.20583cb97d0719c14259982018507ee0.jpg,324,244,cone,135,11,169,67
img_000126_png.rf.719103bf498357f15b390f6cf3da260b.jpg,324,244,none,0,0,0,0
img_000228_png.rf.6cf141767fd8d79ba2b6bc613db6d027.jpg,324,244,ball,163,52,200,93
img_000008_png.rf.d76f8cf09f226718b5724d3f265ecc77.jpg,324,244,ball,147,78,192,127
img_000061_png.rf.7be0f0b516cc3e4bbfd10fc1207f7e2e.jpg,324,244,ball,128,29,180,90
img_000519_png.rf.5154605c9b12b2dd5060c4dbebfb0e56.jpg,324,244,cone,149,83,187,137
img_000091_png.rf.c6a7db7ae52a4b2d11d9c38b812b26ff.jpg,324,244,cone,150,79,186,130
img_000422_png.rf.0411b779755f3210c9ee78aa7c82f2e9.jpg,324,244,ball,87,56,129,97
img_000311_png.rf.cc661ea8d4ae80746d7d11382a44116f.jpg,324,244,ball,209,75,257,127
img_000021_png.rf.7d8147e3958e3de66c7058992c98ea02.jpg,324,244,cone,122,29,150,69
img_000373_png.rf.dfc75ac01b0e04a64e6caa57b779e5f3.jpg,324,244,ball,168,136,201,171
img_000202_png.rf.44e0f4946ad64052f358dc3f803d54a7.jpg,324,244,cone,143,131,197,200
img_000467_png.rf.61e2fabd9ba0cd31b34fa2c97a4fb469.jpg,324,244,cone,188,78,215,123
img_000361_png.rf.9701ad687e743be07843f2c119ab88f4.jpg,324,244,cone,90,41,137,102
img_000317_png.rf.489657306a4a9d0c7170d5a2686ec280.jpg,324,244,ball,176,110,232,170
img_000021_png.rf.863cbcaec8941c57791aab24b4c7756d.jpg,324,244,none,0,0,0,0
img_000045_png.rf.c0a3869fd89aade49b9ef43b8658d84b.jpg,324,244,none,0,0,0,0
img_000414_png.rf.49b405b89e7626c1d7264e4e7d79c3ea.jpg,324,244,cone,154,59,179,102
img_000048_png.rf.82d1e9cca54172aa9c029f8750daf054.jpg,324,244,ball,155,21,202,73
img_000078_png.rf.bbbf2dd9b9a0c7909f0f62d06d996dec.jpg,324,244,cone,134,69,176,125
img_000338_png.rf.73ae4694b70ba2f7a4c33e692a3d0fbd.jpg,324,244,cone,114,38,150,93
img_000470_png.rf.5cd05f4637b2b15964ef7aed33071bd9.jpg,324,244,ball,141,113,172,146
img_000117_png.rf.929fb871492f39270ac01a786943e530.jpg,324,244,none,0,0,0,0
img_000168_png.rf.6799cfcb97926bec6a2dc1f5ef85294d.jpg,324,244,cone,147,67,171,101
img_000412_png.rf.c5cae5c38fd61275467bf68397321a86.jpg,324,244,cone,158,60,183,103
img_000133_png.rf.ac2ecfe268ab5ff2c444bed63fc94521.jpg,324,244,cone,141,93,170,136
img_000192_png.rf.0c6354d8baa4e02eb6e84e7274482582.jpg,324,244,ball,181,41,225,88
img_000261_png.rf.7b108ded351306fd969095f553ed461a.jpg,324,244,ball,151,89,189,130
img_000039_png.rf.9dd1ff1e4aefa8fa32f583c9e8414acd.jpg,324,244,cone,123,72,150,110
img_000054_png.rf.0b1bc9ff1ebc70987e930a10affcf59e.jpg,324,244,none,0,0,0,0
img_000499_png.rf.b56902f16e23724005bc7da8eea84a35.jpg,324,244,ball,164,102,198,136
img_000107_png.rf.3428880f4148f95432ace3480bfc6a20.jpg,324,244,ball,139,57,187,108
img_000464_png.rf.b4e37513f5e53e8fbe1c3dccaca0c389.jpg,324,244,cone,166,71,193,114
img_000023_png.rf.0623d795efd2fa2021a9e5fd2bd49034.jpg,324,244,ball,167,44,209,94
img_000070_png.rf.5e89f0f5d1767185888df8224ec8cce4.jpg,324,244,none,0,0,0,0
img_000121_png.rf.6b7b6f43f32c1b728736773abc5178b7.jpg,324,244,cone,134,113,165,160
img_000005_png.rf.9bf658ebfee21e96f57441218c08095e.jpg,324,244,cone,155,8,180,50
img_000468_png.rf.35a406416dbfe4960997272dd01df6a8.jpg,324,244,cone,191,79,218,126
img_000225_png.rf.803ae8c7bdda94125fdb47f4c0aa8d6e.jpg,324,244,ball,167,55,202,96
img_000522_png.rf.01a7e465dd629da44c87309a199df5c1.jpg,324,244,cone,167,78,209,133
img_000320_png.rf.ba22ad4e1227bfcc14ac87ce2a9bbbb5.jpg,324,244,cone,172,46,199,91
img_000502_png.rf.0f47c7ba8536820760cfa29372aa658a.jpg,324,244,ball,155,90,188,126
img_000030_png.rf.79bc0a0c7bce204cb45b27f7a6adb050.jpg,324,244,cone,130,52,158,90
img_000139_png.rf.b73cf3442836e4f1c0366a916f6e6e35.jpg,324,244,ball,169,33,213,84
img_000289_png.rf.b42b8bc8c710455cc1ace78fc86812e2.jpg,324,244,cone,142,78,173,128
img_000095_png.rf.54fb3058738c10fe2840d622e17662f7.jpg,324,244,cone,135,79,169,129
img_000332_png.rf.9d0253a8f90bd50855860dd8817111ae.jpg,324,244,ball,160,63,207,122
img_000150_png.rf.674f5f54f4f11ef2485c50254256fa88.jpg,324,244,ball,134,7,188,56
img_000295_png.rf.b6a66cc36851e874a00e01cdfe54b491.jpg,324,244,ball,238,37,294,94
img_000440_png.rf.6d2626a89b153a87c11dd97a07673380.jpg,324,244,ball,92,43,130,86
img_000496_png.rf.deb56504808b1e6acf704807e5138d9f.jpg,324,244,cone,244,4,280,56
img_000137_png.rf.893d3f6e584bd434793c0dfd9d8797d9.jpg,324,244,none,0,0,0,0
img_000011_png.rf.62c46775a1a36e04ab8f1adc4c1a9a00.jpg,324,244,cone,146,11,177,52
img_000153_png.rf.b14d3ba88d1076c6ee66d7599f74c3bd.jpg,324,244,cone,141,77,168,121
img_000029_png.rf.2833158c599d9a6c5060bb0ec2081cb8.jpg,324,244,ball,147,10,207,76
img_000351_png.rf.51b8b8dd039d291a17cf91f7545c1b73.jpg,324,244,ball,91,43,141,94
img_000033_png.rf.4afb27fd20b35eb366a255e8aa08f833.jpg,324,244,none,0,0,0,0
img_000284_png.rf.0ba3b3c8f3c30ffa01afd50b39245f78.jpg,324,244,cone,162,58,193,112
img_000141_png.rf.310990700310595dfded841a32000336.jpg,324,244,none,0,0,0,0
img_000368_png.rf.db9247978d50fbaab9b76a685e5d8a54.jpg,324,244,ball,158,145,195,182
img_000139_png.rf.d11fa01992ae4bcac1eff74ea42c7143.jpg,324,244,none,0,0,0,0
img_000011_png.rf.d0da54da1054d91347c3ebc7340dc98d.jpg,324,244,cone,142,14,167,53
img_000267_png.rf.f15987f46857be8b8914a542fb06105e.jpg,324,244,cone,132,30,178,93
img_000304_png.rf.95ed54d08a35f964ab7f0de2128825bc.jpg,324,244,ball,209,70,265,128
img_000270_png.rf.abc876fa390dbd20ce9a7a146118c28c.jpg,324,244,ball,164,66,211,118
img_000411_png.rf.f3919c8138dfe88db1bb95357af0e336.jpg,324,244,ball,121,65,172,118
img_000334_png.rf.a42e2997d28a2de3d46d8a444387acd7.jpg,324,244,cone,143,42,172,94
img_000327_png.rf.3c07c9e01156b8c2dad9a6c2d27a367e.jpg,324,244,cone,136,63,177,117
img_000296_png.rf.eed5f885d63cfb191b5ed5df374f7f7b.jpg,324,244,ball,233,36,293,95
img_000153_png.rf.b4606f5c0ac6cfaebeab522dd6c08d30.jpg,324,244,ball,168,1,216,48
img_000428_png.rf.bab5ee4bfcafc08f3d9848bc2759c86b.jpg,324,244,cone,158,54,178,100
img_000105_png.rf.79197bc4dc728723b05c2d7eab3530a5.jpg,324,244,ball,144,71,187,117
img_000067_png.rf.4ae004c50d20fd12231fa9bd29628215.jpg,324,244,ball,157,40,215,100
img_000473_png.rf.d984e1794c15d360a0d6a4450321bd2f.jpg,324,244,cone,236,74,267,123
img_000248_png.rf.fd73bac0adb72aa47be6caae7b5123db.jpg,324,244,ball,177,82,216,122
img_000118_png.rf.8a3441d7502d6ce106d11d6221061b82.jpg,324,244,ball,170,41,227,100
img_000019_png.rf.eebefb16f93627782283d9d84fe69851.jpg,324,244,cone,151,30,177,73
img_000105_png.rf.360f7725c682b5be0940c376220ee438.jpg,324,244,none,0,0,0,0
img_000117_png.rf.f34ce8a7d15152d2706561f90e6abb4a.jpg,324,244,ball,169,46,219,101
img_000173_png.rf.94967848b8882c761f46745cd83c19b4.jpg,324,244,cone,148,61,170,97
img_000507_png.rf.867b03fb141327601662491e1ed67d22.jpg,324,244,ball,169,83,201,118
img_000366_png.rf.0d671d341e907fa60cd3c32150320161.jpg,324,244,ball,166,133,209,176
img_000098_png.rf.2ff33f1cabcebd650634a9deb96db3ad.jpg,324,244,ball,152,60,200,115
img_000071_png.rf.b1704408a304a8792b1ccd08a61a152f.jpg,324,244,none,0,0,0,0
img_000489_png.rf.3e6ae00d7f3025954cb355b9572e1a61.jpg,324,244,cone,171,48,209,101
img_000040_png.rf.a21fe66d76551540e9cb988a1b88089a.jpg,324,244,ball,199,3,253,61
img_000378_png.rf.8aed1fcf43fd3f6cff301f3376ef762a.jpg,324,244,ball,160,92,211,143
img_000085_png.rf.dad1d81248e7e85480c977086bf693ca.jpg,324,244,ball,178,26,238,94
img_000157_png.rf.e58a275f4e3775b296f49e59a8960bcd.jpg,324,244,cone,154,70,181,115
img_000422_png.rf.80277c3d34647c1f969ea0d0efebeba1.jpg,324,244,cone,144,56,179,107
img_000150_png.rf.9b018c2d09b90416ab29f21fdd0cff98.jpg,324,244,none,0,0,0,0
img_000261_png.rf.91fea848e9c5801740f58294f3e570ec.jpg,324,244,ball,156,97,192,135
img_000125_png.rf.05cff3a26c131dfab258045f1933ed6a.jpg,324,244,ball,139,60,192,115
img_000416_png.rf.0b23d0afa258e4f90405046d90562aac.jpg,324,244,ball,172,29,219,80
img_000380_png.rf.ed0eab36e9d100dc7a9b9df63896ef59.jpg,324,244,cone,128,30,161,84
img_000133_png.rf.8f84c263de75e7d6d8b1ea99cda393dc.jpg,324,244,none,0,0,0,0
img_000481_png.rf.f7a7ced518faab1e95265719a5c72ab6.jpg,324,244,ball,150,94,184,127
img_000446_png.rf.85e917ee114b275d8d9bb57ff4cda3fa.jpg,324,244,ball,118,37,153,78
img_000005_png.rf.53ab4048eda3dc97cb0574179137eee0.jpg,324,244,ball,157,81,207,130
img_000359_png.rf.37038b8e85486499343b375689d0650c.jpg,324,244,cone,111,30,140,81
img_000463_png.rf.953bc6cb03850048518854a9a44fd041.jpg,324,244,cone,149,71,176,113
img_000210_png.rf.d2fcf6b20897c0adfea0879bdcf6aac9.jpg,324,244,cone,158,125,187,169
img_000171_png.rf.f3d889950b14508c3ca221e42b14debc.jpg,324,244,cone,112,92,142,129
img_000086_png.rf.a22d14482d52416f01972a93410e8e42.jpg,324,244,ball,185,28,248,95
img_000249_png.rf.83ccbb993f5c9a333e7ee1347e83fc4a.jpg,324,244,ball,168,93,210,135
img_000424_png.rf.15b08abad5ea18bcad8a1f12b5510191.jpg,324,244,cone,161,63,190,109
img_000170_png.rf.ac7e3f417768d4691367c99d191a8b06.jpg,324,244,cone,122,83,145,118
img_000048_png.rf.37647ed74f6521698d739577952798a3.jpg,324,244,ball,132,20,193,84
img_000099_png.rf.c8571b7341f71a5f8d92d227c0a8333f.jpg,324,244,none,0,0,0,0
img_000169_png.rf.e8b4dc1378d54f7a69e674c8ad7ac839.jpg,324,244,cone,139,66,169,105
